address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:00:06.355,-1.2856,0.5571,0.0518,-1.9531,1.7090,-8.8501,94.7351,89.1156,179.9945,49.10 
0x50, 11:00:06.377,-1.3140,0.5508,0.0488,-2.1973,1.0986,-8.9111,95.8008,88.9838,179.9945,49.10 
0x50, 11:00:06.380,-1.3369,0.5562,0.0547,-2.5024,0.0000,-9.4604,96.1963,88.8629,179.9945,49.09 
0x50, 11:00:06.383,-1.3398,0.5776,0.0718,-2.8687,-1.1597,-8.4839,96.0480,88.9453,179.9945,49.10 
0x50, 11:00:06.402,-1.3086,0.5820,0.0869,-3.5400,-2.6855,-4.0894,94.7900,88.9893,179.9945,49.10 
0x50, 11:00:06.405,-1.2817,0.5869,0.0977,-4.2725,-3.7231,2.0752,92.5378,88.9728,179.9945,49.09 
0x50, 11:00:06.462,-1.2505,0.5757,0.1064,-5.2490,-4.3335,5.5542,89.9231,88.9178,179.9945,49.09 
0x50, 11:00:06.462,-1.2471,0.5850,0.1201,-5.9204,-3.9063,4.0894,87.7863,88.8794,179.9945,49.09 
0x50, 11:00:06.462,-1.2388,0.5884,0.1221,-6.4697,-3.1128,0.0000,86.1328,88.8794,179.9945,49.09 
0x50, 11:00:06.462,-1.2334,0.5967,0.1226,-6.7749,-2.1362,-1.6479,84.9133,88.8904,179.9945,49.10 
0x50, 11:00:06.462,-1.2324,0.5884,0.1196,-7.0801,-1.0986,-0.3662,84.2596,88.8959,179.9945,49.10 
0x50, 11:00:06.478,-1.2231,0.5654,0.1157,-7.0190,0.0000,0.9766,84.2432,88.8849,179.9945,49.10 
0x50, 11:00:06.492,-1.2222,0.5425,0.1064,-6.5308,1.0986,-0.2441,84.7266,88.8904,179.9945,49.09 
0x50, 11:00:06.517,-1.2427,0.5313,0.0942,-5.6763,2.1362,-3.9673,85.5835,88.9288,179.9945,49.09 
0x50, 11:00:06.520,-1.2695,0.5425,0.0776,-4.4556,3.0518,-7.7515,86.8524,89.0112,179.9945,49.10 
0x50, 11:00:06.523,-1.2773,0.5493,0.0596,-3.4790,3.4790,-7.7515,88.5828,89.0881,179.9945,49.09 
0x50, 11:00:06.525,-1.2769,0.5410,0.0298,-2.6245,3.2959,-3.7842,90.5823,89.1266,179.9945,49.10 
0x50, 11:00:06.552,-1.3003,0.5283,-0.0015,-1.7090,3.2959,-1.0376,92.7411,89.1376,179.9945,49.10 
0x50, 11:00:06.555,-1.3145,0.5234,-0.0313,-0.5493,3.1738,-3.9673,94.9768,89.1760,179.9945,49.10 
0x50, 11:00:06.557,-1.3267,0.5098,-0.0708,0.6104,3.1128,-10.3760,97.7783,89.2749,179.9945,49.10 
0x50, 11:00:06.561,-1.3428,0.4917,-0.1226,1.0376,3.6011,-14.2822,102.1674,89.4122,179.9945,49.10 
0x50, 11:00:06.577,-1.3638,0.5063,-0.1689,0.2441,4.8828,-13.4888,109.6490,89.5331,179.9945,49.11 
0x50, 11:00:06.577,-1.3525,0.5381,-0.2163,-1.9531,6.7139,-10.9863,122.0526,89.6155,179.9945,49.10 
0x50, 11:00:06.635,-1.3018,0.5693,-0.3237,-5.5542,10.6201,-10.0708,143.5693,89.6429,179.9945,49.11 
0x50, 11:00:06.635,-1.2432,0.5767,-0.4717,-11.1694,16.8457,-11.9629,175.4022,89.5825,179.9945,49.10 
0x50, 11:00:06.635,-1.2061,0.5601,-0.6587,-18.9819,25.0244,-15.9302,-160.1862,89.3463,179.9945,49.10 
0x50, 11:00:06.635,-1.2290,0.5303,-0.8208,-29.2358,36.6211,-20.9351,-154.0942,88.9288,179.9945,49.10 
0x50, 11:00:06.635,-1.2437,0.5317,-0.9858,-41.5649,50.2930,-26.0620,-153.7207,88.3630,179.9945,49.10 
0x50, 11:00:06.652,-1.3115,0.5454,-1.1299,-57.7393,67.8711,-30.2734,-155.3192,87.6215,179.9945,49.09 
0x50, 11:00:06.655,-1.3252,0.5723,-1.2266,-77.8198,87.5854,-32.4097,-157.8131,86.6876,179.9945,49.10 
0x50, 11:00:06.657,-1.2559,0.6255,-1.3608,-101.9287,110.7788,-31.4331,-161.0376,85.5450,179.9945,49.10 
0x50, 11:00:06.677,-1.2007,0.6572,-1.4224,-132.0190,139.7705,-29.7852,-164.5697,84.1278,179.9945,49.09 
