address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 10:56:17.879,-1.0405,0.6548,0.8696,0.5493,4.9438,-5.3101,49.8889,22.8406,179.9945,47.11 
0x50, 10:56:17.901,-1.0562,0.6567,0.8589,0.7935,4.6387,-6.4087,49.8944,22.9175,179.9945,47.12 
0x50, 10:56:17.904,-1.0581,0.6616,0.8511,1.0376,4.1504,-6.7139,49.8999,22.9944,179.9945,47.11 
0x50, 10:56:17.906,-1.0620,0.6665,0.8501,1.2817,3.6011,-6.0425,49.9054,23.0658,179.9945,47.11 
0x50, 10:56:17.928,-1.0537,0.6724,0.8643,1.2207,2.9907,-4.8218,49.9164,23.1207,179.9945,47.12 
0x50, 10:56:17.930,-1.0381,0.6851,0.8701,1.0986,2.5635,-3.3569,49.9274,23.1647,179.9945,47.11 
0x50, 10:56:17.933,-1.0176,0.6948,0.8809,0.7935,2.4414,-2.1973,49.9384,23.1976,179.9945,47.12 
0x50, 10:56:17.951,-0.9946,0.6987,0.8853,0.0000,2.8076,-2.0752,49.9384,23.2306,179.9945,47.10 
0x50, 10:56:17.954,-0.9702,0.7148,0.8828,-0.6104,3.7842,-2.8687,49.9384,23.2745,179.9945,47.11 
0x50, 10:56:18.024,-0.9487,0.7124,0.8760,-1.4648,4.8218,-3.6621,49.9274,23.3350,179.9945,47.12 
0x50, 10:56:18.024,-0.9556,0.6973,0.8564,-2.3804,6.2256,-4.2114,49.9164,23.4064,179.9945,47.13 
0x50, 10:56:18.024,-0.9795,0.6802,0.8369,-3.4180,7.6904,-5.4932,49.8889,23.4998,179.9945,47.13 
0x50, 10:56:18.024,-0.9976,0.6826,0.8296,-4.2114,9.0332,-8.3618,49.8560,23.6206,179.9945,47.14 
0x50, 10:56:18.024,-1.0063,0.6914,0.8071,-5.0659,10.1929,-11.6577,49.8065,23.7744,179.9945,47.12 
0x50, 10:56:18.024,-1.0137,0.7056,0.8008,-6.3477,11.3525,-13.2446,49.7406,23.9502,179.9945,47.11 
0x50, 10:56:18.026,-0.9956,0.7065,0.7798,-7.7515,12.4512,-12.2070,49.6747,24.1260,179.9945,47.12 
0x50, 10:56:18.051,-0.9570,0.7056,0.7495,-9.4604,14.2212,-9.7656,49.5978,24.2908,179.9945,47.13 
0x50, 10:56:18.056,-0.9150,0.7207,0.7080,-10.8032,16.5405,-9.3384,49.5209,24.4720,179.9945,47.13 
0x50, 10:56:18.056,-0.8638,0.7373,0.6328,-11.9019,19.5923,-12.2070,49.4330,24.6918,179.9945,47.13 
0x50, 10:56:18.076,-0.8271,0.7168,0.5576,-13.2446,23.6816,-16.6016,49.3341,24.9719,179.9945,47.13 
0x50, 10:56:18.079,-0.7866,0.7275,0.4702,-13.9771,27.8931,-23.7427,49.2188,25.3290,179.9945,47.12 
0x50, 10:56:18.101,-0.7402,0.7197,0.3564,-14.7705,33.0811,-35.7056,49.0814,25.8179,179.9945,47.11 
0x50, 10:56:18.101,-0.7485,0.7256,0.2773,-16.6016,40.2832,-50.2319,48.9001,26.4606,179.9945,47.12 
0x50, 10:56:18.104,-0.7466,0.7446,0.1875,-18.6768,46.3257,-64.6973,48.6749,27.2516,179.9945,47.12 
0x50, 10:56:18.128,-0.7642,0.7603,0.0386,-20.8130,52.9175,-78.5522,48.4058,28.1909,179.9945,47.11 
0x50, 10:56:18.129,-0.8022,0.7354,-0.1719,-25.3906,60.9741,-89.6606,48.0762,29.2676,179.9945,47.11 
0x50, 10:56:18.199,-0.8140,0.6973,-0.4072,-33.3252,69.6411,-94.2383,47.6807,30.4321,179.9945,47.12 
0x50, 10:56:18.199,-0.9106,0.7212,-0.6646,-45.4102,82.5806,-92.2852,47.2247,31.6736,179.9945,47.12 
0x50, 10:56:18.199,-1.0259,0.7427,-0.9336,-65.7349,100.7080,-82.8247,46.6754,32.9645,179.9945,47.12 
0x50, 10:56:18.199,-1.0615,0.7314,-1.1113,-96.4355,124.0845,-64.5752,46.0052,34.2883,179.9945,47.13 
0x50, 10:56:18.199,-1.0161,0.7231,-1.1802,-134.8877,157.0435,-51.4526,45.1868,35.7495,179.9945,47.13 
0x50, 10:56:18.199,-0.8916,0.6870,-1.1416,-182.8003,200.0732,-58.8379,44.0826,37.5732,179.9945,47.12 
0x50, 10:56:18.201,-0.7295,0.6543,-1.0117,-239.5020,252.0752,-76.3550,42.6160,39.9188,179.9945,47.13 
0x50, 10:56:18.204,-0.6064,0.5723,-0.8228,-302.6733,311.0352,-84.6558,40.8252,42.7808,179.9945,47.13 
