address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:03:29.459,-1.2827,0.5229,0.1143,-4.8828,11.1694,-13.7939,-30.0256,1.9336,179.9945,48.15 
0x50, 11:03:29.461,-1.3032,0.5039,0.1050,-3.8452,11.5967,-21.9116,-30.0696,1.9226,179.9945,48.14 
0x50, 11:03:29.481,-1.3379,0.5151,0.0986,-2.7466,11.4746,-24.4141,-30.1080,1.9006,179.9945,48.16 
0x50, 11:03:29.483,-1.3418,0.5273,0.0850,-1.8921,10.6201,-22.0337,-30.1355,1.8787,179.9945,48.16 
0x50, 11:03:29.540,-1.3335,0.5425,0.0894,-2.0752,9.5825,-15.6250,-30.1630,1.8842,179.9945,48.17 
0x50, 11:03:29.540,-1.3169,0.5674,0.1182,-2.6855,8.4839,-7.6294,-30.1904,1.9171,179.9945,48.17 
0x50, 11:03:29.540,-1.2959,0.5845,0.1382,-3.6621,7.5073,-2.6245,-30.2289,1.9720,179.9945,48.17 
0x50, 11:03:29.540,-1.2949,0.5879,0.1426,-4.7607,6.9580,-3.7842,-30.2838,2.0105,179.9945,48.17 
0x50, 11:03:29.540,-1.3008,0.5835,0.1338,-5.9204,6.6528,-10.1318,-30.3442,2.0160,179.9945,48.16 
0x50, 11:03:29.553,-1.3154,0.5938,0.1387,-6.8970,6.4697,-16.7847,-30.4211,1.9885,179.9945,48.15 
0x50, 11:03:29.553,-1.3169,0.6099,0.1426,-7.7515,5.6763,-17.9443,-30.5035,1.9501,179.9945,48.17 
0x50, 11:03:29.561,-1.3164,0.6313,0.1572,-8.4229,4.8218,-12.6953,-30.5914,1.9226,179.9945,48.17 
0x50, 11:03:29.578,-1.2939,0.6421,0.1577,-9.0332,3.9063,-5.1880,-30.6848,1.9336,179.9945,48.16 
0x50, 11:03:29.580,-1.2651,0.6382,0.1587,-9.7656,3.3569,0.0000,-30.7837,1.9611,179.9945,48.16 
0x50, 11:03:29.618,-1.2432,0.6353,0.1724,-10.3149,3.5400,-0.1831,-30.8881,1.9885,179.9945,48.17 
0x50, 11:03:29.620,-1.2432,0.6318,0.1797,-10.4370,3.9673,-4.7607,-30.9924,1.9995,179.9945,48.16 
0x50, 11:03:29.621,-1.2510,0.6270,0.1719,-10.1318,4.5166,-9.6436,-31.0968,1.9885,179.9945,48.16 
0x50, 11:03:29.624,-1.2510,0.5981,0.1523,-9.7046,4.9438,-10.1929,-31.2012,1.9775,179.9945,48.16 
0x50, 11:03:29.656,-1.2554,0.5576,0.1357,-9.0942,5.0659,-7.0190,-31.2946,1.9830,179.9945,48.16 
0x50, 11:03:29.656,-1.2617,0.5498,0.1265,-7.6294,5.1880,-5.6152,-31.3715,1.9995,179.9945,48.15 
