address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:00:01.620,-1.2407,0.7056,0.1904,-6.4087,18.2495,1.7700,43.4784,114.1205,179.9945,49.10 
0x50, 11:00:01.622,-1.2227,0.6934,0.1958,-6.5308,16.7236,5.1880,43.0719,114.2029,179.9945,49.09 
0x50, 11:00:01.624,-1.2153,0.6724,0.1992,-6.2256,15.4419,3.8452,42.7094,114.2908,179.9945,49.11 
0x50, 11:00:01.652,-1.2002,0.6504,0.1919,-5.2490,14.2212,1.3428,42.4237,114.3896,179.9945,49.12 
0x50, 11:00:01.655,-1.1855,0.6240,0.1807,-4.0283,12.8174,0.6104,42.1820,114.4775,179.9945,49.12 
0x50, 11:00:01.657,-1.1777,0.6079,0.1655,-2.3804,11.7798,0.7935,41.9733,114.5599,179.9945,49.11 
0x50, 11:00:01.677,-1.1812,0.6157,0.1616,-0.3662,11.0474,-0.6714,41.8195,114.6478,179.9945,49.10 
0x50, 11:00:01.683,-1.1719,0.6216,0.1465,1.7090,10.3760,-3.9673,41.7480,114.7522,179.9945,49.10 
0x50, 11:00:01.683,-1.1689,0.6348,0.1250,3.7231,9.8877,-6.8970,41.7535,114.8676,179.9945,49.10 
0x50, 11:00:01.746,-1.1689,0.6265,0.0815,5.3101,9.7656,-9.1553,41.8140,115.0049,179.9945,49.10 
0x50, 11:00:01.746,-1.1890,0.6167,0.0400,6.4087,10.1318,-11.3525,41.9128,115.1532,179.9945,49.10 
0x50, 11:00:01.746,-1.2065,0.6274,-0.0034,7.2021,10.6201,-13.7329,42.0502,115.3235,179.9945,49.10 
0x50, 11:00:01.746,-1.2031,0.6323,-0.0625,7.8735,10.6812,-15.0757,42.2150,115.5048,179.9945,49.11 
0x50, 11:00:01.746,-1.2148,0.6206,-0.1362,7.9346,11.2915,-14.4043,42.3633,115.6860,179.9945,49.11 
0x50, 11:00:01.752,-1.2109,0.6006,-0.2227,7.2021,12.2681,-12.9395,42.4622,115.8618,179.9945,49.12 
0x50, 11:00:01.777,-1.1919,0.5967,-0.3193,5.3101,14.2212,-12.3901,42.5061,116.0541,179.9945,49.12 
0x50, 11:00:01.778,-1.1294,0.6260,-0.4307,2.2583,17.8833,-12.4512,42.4677,116.2683,179.9945,49.11 
0x50, 11:00:01.782,-1.0479,0.6270,-0.5503,-4.2114,24.7803,-12.0850,42.2644,116.5320,179.9945,49.11 
0x50, 11:00:01.787,-0.9585,0.6689,-0.6479,-14.3433,35.2783,-12.3901,41.8304,116.8781,179.9945,49.12 
0x50, 11:00:01.809,-0.8911,0.7129,-0.7417,-28.1372,49.6216,-17.4561,41.1548,117.3615,179.9945,49.12 
0x50, 11:00:01.809,-0.8711,0.7202,-0.8267,-46.4478,68.5425,-28.9917,40.2374,118.0701,179.9945,49.12 
