address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:01:09.460,-1.2910,0.5791,0.1226,-2.1362,1.1597,-9.1553,79.4531,25.0433,179.9945,49.30 
0x50, 11:01:09.460,-1.3071,0.5854,0.1206,-2.1973,1.0986,-7.5073,79.4312,25.1147,179.9945,49.29 
0x50, 11:01:09.460,-1.3091,0.5693,0.1274,-2.6245,0.6104,-2.5635,79.4037,25.1422,179.9945,49.29 
0x50, 11:01:09.460,-1.3174,0.5645,0.1362,-3.0518,0.0000,2.5024,79.3762,25.1202,179.9945,49.29 
0x50, 11:01:09.462,-1.3188,0.5542,0.1411,-3.2959,-0.7935,4.6997,79.3433,25.0708,179.9945,49.30 
0x50, 11:01:09.477,-1.3232,0.5552,0.1362,-3.2959,-1.3428,4.4556,79.3048,25.0269,179.9945,49.30 
0x50, 11:01:09.479,-1.3091,0.5498,0.1187,-3.2959,-2.0142,4.9438,79.2664,24.9719,179.9945,49.28 
0x50, 11:01:09.502,-1.2949,0.5479,0.1245,-3.4790,-2.4414,7.5684,79.2279,24.8950,179.9945,49.28 
0x50, 11:01:09.507,-1.2832,0.5420,0.1196,-3.3569,-2.6245,10.9253,79.1949,24.7797,179.9945,49.28 
0x50, 11:01:09.507,-1.2793,0.5347,0.1172,-2.9297,-2.4414,11.7798,79.1620,24.6588,179.9945,49.29 
0x50, 11:01:09.529,-1.2793,0.5278,0.1162,-2.4414,-1.5869,8.5449,79.1400,24.5764,179.9945,49.29 
0x50, 11:01:09.529,-1.2749,0.5352,0.1240,-1.7700,-0.4272,2.5024,79.1235,24.5490,179.9945,49.29 
0x50, 11:01:09.558,-1.2725,0.5566,0.1274,-1.1597,1.0376,-3.2959,79.1125,24.5819,179.9945,49.28 
0x50, 11:01:09.558,-1.2759,0.5796,0.1313,-0.9766,2.6245,-5.5542,79.1071,24.6423,179.9945,49.29 
0x50, 11:01:09.569,-1.2637,0.6040,0.1284,-1.2207,4.2725,-2.8687,79.1125,24.6808,179.9945,49.29 
0x50, 11:01:09.569,-1.2539,0.6226,0.1240,-2.0142,5.9204,3.2959,79.1235,24.6588,179.9945,49.29 
