address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:51:59.282,-1.3008,0.4922,0.0728,-2.0752,0.2441,1.4038,64.2151,39.3530,-20.4236,43.44 
0x50, 11:51:59.282,-1.2939,0.4893,0.0703,-2.6855,1.1597,5.4932,64.3964,39.6057,-20.3796,43.44 
0x50, 11:51:59.282,-1.2939,0.4800,0.0654,-3.2349,1.8311,7.6294,64.5831,39.8474,-20.3137,43.44 
0x50, 11:51:59.295,-1.2988,0.4731,0.0610,-3.2959,2.6855,6.2256,64.7699,40.1001,-20.2478,43.44 
0x50, 11:51:59.322,-1.2969,0.4648,0.0576,-3.2349,3.4790,2.0142,64.9567,40.4022,-20.1929,43.42 
0x50, 11:51:59.324,-1.2910,0.4658,0.0537,-2.8076,4.0894,-2.4414,65.1324,40.7373,-20.1599,43.43 
0x50, 11:51:59.328,-1.2949,0.4683,0.0474,-2.1973,4.6997,-5.7373,65.3192,41.0999,-20.1379,43.43 
0x50, 11:51:59.345,-1.3120,0.4663,0.0195,-1.5259,5.1270,-7.5073,65.5389,41.4844,-20.1160,43.43 
0x50, 11:51:59.347,-1.3354,0.4795,-0.0049,-0.6714,5.3711,-8.6060,65.7971,41.8689,-20.0995,43.42 
0x50, 11:51:59.402,-1.3594,0.4937,-0.0293,0.0000,5.4321,-9.5825,66.0773,42.2589,-20.0830,43.42 
0x50, 11:51:59.402,-1.3711,0.5146,-0.0635,0.6714,5.0659,-10.1318,66.4014,42.6434,-20.0775,43.42 
0x50, 11:51:59.402,-1.3901,0.5156,-0.0830,0.9155,4.7607,-9.2773,66.7419,43.0115,-20.0665,43.43 
0x50, 11:51:59.402,-1.3979,0.5181,-0.1060,1.2207,4.2725,-8.1177,67.1100,43.3685,-20.0555,43.43 
0x50, 11:51:59.402,-1.3936,0.5098,-0.1357,1.4648,3.7231,-9.5825,67.5000,43.7256,-20.0610,43.44 
0x50, 11:51:59.402,-1.4229,0.5317,-0.1641,1.8311,4.3335,-15.7471,67.5000,43.8904,-20.0885,43.43 
0x50, 11:51:59.419,-1.4360,0.5513,-0.2007,1.8311,5.0659,-24.2920,67.4725,44.1321,-20.1544,43.43 
0x50, 11:51:59.422,-1.4155,0.5742,-0.2427,1.5259,6.3477,-29.9072,67.4341,44.4342,-20.2313,43.42 
0x50, 11:51:59.445,-1.4199,0.6133,-0.2915,0.3662,8.6060,-30.6396,67.4011,44.7528,-20.2863,43.42 
0x50, 11:51:59.447,-1.4243,0.6465,-0.3198,-1.7090,11.5356,-29.7241,67.3737,45.0714,-20.2972,43.42 
0x50, 11:51:59.450,-1.4023,0.6543,-0.3579,-5.1880,15.5029,-28.9917,67.3572,45.3955,-20.2533,43.42 
0x50, 11:51:59.469,-1.4136,0.6616,-0.3594,-9.5215,20.5078,-27.7710,67.3407,45.7306,-20.1324,43.43 
0x50, 11:51:59.472,-1.4072,0.6729,-0.3794,-14.5264,25.7568,-28.0151,67.3297,46.0876,-19.9457,43.44 
0x50, 11:51:59.494,-1.4004,0.6772,-0.4165,-20.7520,32.1045,-30.7007,67.3077,46.4941,-19.6930,43.43 
0x50, 11:51:59.497,-1.3940,0.6860,-0.4375,-28.0762,39.3677,-31.6772,67.2803,46.9391,-19.3414,43.42 
0x50, 11:51:59.568,-1.3711,0.6919,-0.4551,-36.8042,46.9360,-25.9399,67.2693,47.3621,-18.8525,43.43 
0x50, 11:51:59.568,-1.3521,0.6963,-0.4678,-46.3867,55.4199,-14.4043,67.3022,47.7081,-18.1824,43.42 
0x50, 11:51:59.568,-1.3472,0.7031,-0.4624,-56.8237,65.6738,-3.4180,67.3846,47.9938,-17.3035,43.42 
0x50, 11:51:59.568,-1.3237,0.7212,-0.4717,-67.9321,76.7822,3.1128,67.5055,48.2574,-16.2213,43.43 
0x50, 11:51:59.568,-1.3110,0.7363,-0.4722,-79.4678,89.6606,6.6528,67.6703,48.5431,-14.9414,43.44 
0x50, 11:51:59.568,-1.2900,0.7485,-0.4839,-91.3696,103.8208,9.7656,67.8845,48.8452,-13.4363,43.44 
0x50, 11:51:59.569,-1.2881,0.7583,-0.5010,-103.5767,119.6289,15.0146,68.1812,49.1583,-11.6620,43.43 
0x50, 11:51:59.572,-1.2559,0.7661,-0.5322,-115.8447,136.7188,23.7427,68.5931,49.4440,-9.5911,43.44 
0x50, 11:51:59.594,-1.2256,0.7725,-0.5688,-127.8076,156.4941,36.0718,69.1699,49.6802,-7.1466,43.44 
0x50, 11:51:59.602,-1.1543,0.7490,-0.6025,-139.8926,178.7109,49.8657,69.9500,49.8505,-4.2902,43.44 
0x50, 11:51:59.630,-1.0654,0.7217,-0.6455,-151.3062,203.9795,59.2041,70.9497,49.9933,-1.0052,43.46 
0x50, 11:51:59.638,-0.9800,0.7178,-0.6396,-162.7197,233.7036,57.2510,72.1747,50.2130,2.7191,43.46 
0x50, 11:51:59.641,-0.8931,0.7251,-0.5791,-174.1943,266.6626,44.3726,73.6469,50.6085,6.8994,43.44 
0x50, 11:51:59.643,-0.7939,0.7534,-0.5034,-186.5845,302.1240,29.2358,75.4102,51.1798,11.5961,43.42 
0x50, 11:51:59.646,-0.7329,0.7778,-0.3613,-201.7822,340.2710,18.3716,77.5415,51.8555,16.9244,43.43 
0x50, 11:51:59.669,-0.6577,0.8022,-0.2280,-217.1631,379.5776,10.4370,80.1178,52.5751,22.9614,43.43 
0x50, 11:51:59.672,-0.6123,0.7578,-0.1035,-232.8491,419.9829,1.8311,83.2050,53.2727,29.7729,43.44 
0x50, 11:51:59.675,-0.6025,0.7178,0.0635,-248.3521,459.6558,-7.3242,86.8250,53.8934,37.3920,43.43 
0x50, 11:51:59.740,-0.6416,0.7471,0.2437,-261.9629,497.3755,-13.9771,91.0052,54.3054,45.8075,43.42 
0x50, 11:51:59.740,-0.7256,0.7798,0.4585,-274.9634,531.4331,-13.6108,95.6580,54.3494,54.9207,43.43 
0x50, 11:51:59.740,-0.8677,0.8506,0.7261,-285.0342,560.4248,-2.9297,100.5853,53.8275,64.4952,43.43 
0x50, 11:51:59.740,-1.0283,0.9673,1.0137,-291.0767,582.5806,21.0571,105.4523,52.5476,74.1302,43.44 
0x50, 11:51:59.740,-1.0908,0.9409,1.3809,-292.6025,598.0835,62.5610,109.8358,50.3503,83.3368,43.44 
0x50, 11:51:59.745,-1.0391,0.7671,1.7661,-283.5693,608.5205,114.9902,113.4393,47.2028,91.6974,43.45 
0x50, 11:51:59.747,-0.9731,0.4526,2.1812,-262.2681,614.2578,159.3628,116.2189,43.2971,99.0582,43.45 
0x50, 11:51:59.749,-0.7803,0.0640,2.6631,-231.0181,613.2202,188.9038,118.3063,38.8971,105.4688,43.44 
0x50, 11:51:59.770,-0.4341,-0.2598,3.1802,-186.6455,603.9429,213.4399,119.9103,34.1510,111.0004,43.44 
0x50, 11:51:59.772,-0.2075,-0.4077,3.7656,-131.1035,587.3413,235.2905,121.2616,29.1852,115.7355,43.45 
0x50, 11:51:59.795,0.1826,-0.6875,4.3306,-68.6646,557.6172,250.1221,122.5085,24.1534,119.7070,43.44 
0x50, 11:51:59.797,0.3140,-0.9282,4.7529,5.9204,517.4561,253.9673,123.9148,19.2261,122.9974,43.45 
0x50, 11:51:59.800,0.3936,-1.3350,5.0610,85.7544,458.3740,243.2861,125.6232,14.6503,125.5847,43.44 
0x50, 11:51:59.822,0.1865,-1.7397,5.2344,174.6216,377.9297,216.6138,127.8424,10.6897,127.4579,43.45 
0x50, 11:51:59.822,-0.3198,-2.1846,5.0659,273.8647,275.1465,172.7905,-23.3240,7.6355,128.5895,43.47 
0x50, 11:51:59.847,-1.0420,-2.6064,4.5283,378.0518,149.7192,126.3428,-19.4678,9.5142,129.1608,43.45 
0x50, 11:51:59.847,-1.7026,-2.9849,3.7500,483.6426,0.9766,97.4731,-14.4800,9.8438,130.0891,43.45 
0x50, 11:51:59.916,-2.4790,-3.1509,2.7578,591.7358,-162.3535,83.3130,-8.3496,8.4814,131.3196,43.45 
0x50, 11:51:59.916,-3.0361,-3.2007,1.6372,689.9414,-339.9658,76.9653,-1.2634,5.2295,132.5885,43.45 
0x50, 11:51:59.916,-3.6396,-3.0928,0.4194,777.2217,-519.5923,81.0547,6.5863,0.0549,133.5168,43.45 
0x50, 11:51:59.916,-4.1099,-2.8867,-0.7969,834.5337,-690.9790,102.7222,14.9359,-6.9214,133.7476,43.45 
0x50, 11:51:59.919,-4.3306,-2.8369,-1.6641,847.8394,-849.2432,141.6016,23.5107,-15.4907,132.9181,43.45 
0x50, 11:51:59.922,-4.2412,-2.1865,-2.2334,825.8057,-981.0181,189.1479,-135.6042,-25.2411,130.6604,43.43 
0x50, 11:51:59.924,-4.0503,-1.9697,-2.2295,742.3096,-1071.4722,229.9194,-130.9406,-15.9796,137.1313,43.44 
0x50, 11:51:59.927,-3.7280,-1.4316,-2.0718,631.5308,-1121.2158,276.9165,-126.5295,-6.5369,144.0527,43.46 
0x50, 11:51:59.931,-3.2642,-1.2920,-1.8931,482.8491,-1120.6665,322.0825,-122.5140,2.7136,151.1829,43.44 
0x50, 11:52:00.002,-2.5693,-1.0708,-1.6865,323.6084,-1060.1196,340.1489,-118.9435,11.2830,158.3020,43.44 
0x50, 11:52:00.007,-1.6030,-1.0293,-1.4751,175.4761,-950.1953,329.9561,-115.8453,18.7701,165.1520,43.44 
0x50, 11:52:00.009,-0.8306,-1.0234,-1.1289,56.2744,-798.3398,274.3530,-113.2471,24.7192,171.4801,43.45 
0x50, 11:52:00.012,-0.5679,-0.9023,-0.7251,-22.9492,-626.4038,177.7344,-111.1542,28.8226,177.0392,43.46 
0x50, 11:52:00.015,-0.7310,-0.7578,-0.2642,-70.7397,-454.1626,81.7871,-109.6930,31.2231,-178.4564,43.46 
0x50, 11:52:00.017,-1.0229,-0.5718,0.1099,-94.5435,-296.8140,9.5825,-108.9624,32.3163,-175.2264,43.46 
0x50, 11:52:00.019,-1.1426,-0.5005,0.3550,-102.6001,-164.9780,-52.9785,-108.8910,32.3492,-173.1775,43.47 
0x50, 11:52:00.022,-1.4082,-0.4780,0.5376,-100.4028,-59.9365,-118.7744,-109.2920,31.4209,-172.0459,43.45 
0x50, 11:52:00.024,-1.7690,-0.4609,0.5767,-90.0879,13.4888,-173.0957,-109.9237,29.7455,-171.5295,43.46 
0x50, 11:52:00.044,-2.1685,-0.5410,0.5210,-76.7822,54.2603,-194.2139,-110.6049,27.7350,-171.3538,43.45 
0x50, 11:52:00.047,-2.4521,-0.6196,0.4355,-58.5327,67.7490,-189.6362,-111.1707,25.7190,-171.3153,43.46 
0x50, 11:52:00.051,-2.6992,-0.6318,0.3579,-33.7524,61.2183,-182.7393,-111.4673,23.7964,-171.2164,43.47 
0x50, 11:52:00.070,-2.7422,-0.5742,0.3276,-5.9814,35.8887,-175.5981,-111.3904,22.0276,-170.8813,43.47 
0x50, 11:52:00.072,-2.7422,-0.4634,0.3696,19.5923,2.6245,-163.7573,-110.9619,20.4950,-170.2606,43.47 
0x50, 11:52:00.094,-2.5850,-0.2900,0.4741,40.1001,-36.0107,-149.0479,-110.2368,19.2316,-169.3323,43.46 
0x50, 11:52:00.097,-2.4282,-0.0869,0.5928,54.4434,-73.9136,-130.4321,-109.2920,18.2648,-168.1183,43.46 
0x50, 11:52:00.150,-2.2666,0.0215,0.6616,59.3262,-108.1543,-109.3750,-108.2428,17.5891,-166.6626,43.45 
0x50, 11:52:00.150,-2.2124,0.0664,0.6992,54.9927,-136.4746,-89.8438,-107.1936,17.1606,-165.0092,43.46 
0x50, 11:52:00.150,-2.2437,0.0269,0.6626,44.7388,-160.0342,-72.9370,-106.2048,16.9409,-163.1854,43.46 
0x50, 11:52:00.150,-2.2856,0.0132,0.5483,32.4097,-177.9785,-59.0820,-105.3094,16.8695,-161.2244,43.46 
0x50, 11:52:00.150,-2.2192,-0.0815,0.4551,17.0898,-190.0635,-44.9219,-104.5459,16.9354,-159.1864,43.46 
0x50, 11:52:00.150,-1.9658,-0.1704,0.4146,2.3193,-198.0591,-29.1748,-103.9197,17.1497,-157.1045,43.45 
0x50, 11:52:00.172,-1.7578,-0.2183,0.4653,-11.2305,-198.5474,-22.3999,-103.4198,17.4133,-155.0336,43.45 
0x50, 11:52:00.172,-1.6113,-0.2061,0.5791,-21.4233,-192.5049,-27.8320,-103.0243,17.5891,-153.0011,43.45 
0x50, 11:52:00.197,-1.5601,-0.1841,0.6860,-28.5034,-182.3120,-34.7900,-102.7222,17.6605,-151.0565,43.44 
0x50, 11:52:00.199,-1.5273,-0.2256,0.8135,-34.4238,-170.7764,-39.1846,-102.5079,17.6550,-149.2163,43.46 
0x50, 11:52:00.203,-1.5776,-0.2480,0.8794,-36.8652,-158.2031,-48.4009,-102.3541,17.5232,-147.4860,43.46 
0x50, 11:52:00.219,-1.6743,-0.3267,0.9131,-36.6211,-147.1558,-65.9790,-102.2223,17.1936,-145.8325,43.46 
0x50, 11:52:00.223,-1.8115,-0.3560,0.9375,-32.4097,-138.2446,-84.1675,-102.0740,16.6663,-144.2285,43.45 
0x50, 11:52:00.245,-1.8926,-0.3638,0.9336,-26.1230,-132.9346,-92.7734,-101.8872,16.0345,-142.6685,43.45 
0x50, 11:52:00.247,-1.8770,-0.3574,0.9409,-19.5923,-130.1270,-89.9658,-101.6620,15.4248,-141.1523,43.46 
0x50, 11:52:00.251,-1.8140,-0.3457,0.9878,-13.9160,-129.1504,-82.5806,-101.4038,14.8755,-139.6692,43.45 
0x50, 11:52:00.324,-1.8472,-0.3242,1.0459,-8.7891,-129.0283,-79.1016,-101.1182,14.3536,-138.1970,43.44 
0x50, 11:52:00.324,-1.9839,-0.2822,1.0674,-4.0283,-129.7607,-81.2378,-100.7886,13.8098,-136.7194,43.45 
0x50, 11:52:00.324,-2.0708,-0.2544,1.0552,-0.9766,-133.1787,-82.0923,-100.4425,13.2495,-135.2142,43.43 
0x50, 11:52:00.324,-2.0796,-0.2646,1.0439,-0.6104,-138.2446,-77.7588,-100.0909,12.7386,-133.6761,43.44 
0x50, 11:52:00.324,-2.0171,-0.2964,1.0713,-1.8311,-144.2261,-72.8760,-99.7614,12.2717,-132.0886,43.45 
0x50, 11:52:00.324,-1.9326,-0.3311,1.1377,-3.3569,-149.1699,-72.0825,-99.4482,11.8158,-130.4572,43.44 
0x50, 11:52:00.324,-1.8081,-0.3486,1.2173,-5.0659,-153.0151,-73.8525,-99.1571,11.3379,-128.7927,43.44 
0x50, 11:52:00.334,-1.8306,-0.2954,1.2910,-7.8125,-155.1514,-76.1108,-98.9044,10.8325,-127.1063,43.45 
0x50, 11:52:00.369,-1.9463,-0.2422,1.3301,-11.1694,-157.6538,-79.5288,-98.6957,10.2942,-125.3925,43.43 
0x50, 11:52:00.371,-2.0591,-0.2300,1.3472,-13.4888,-160.0952,-80.7495,-98.5199,9.7339,-123.6621,43.43 
0x50, 11:52:00.373,-2.0688,-0.2852,1.3813,-15.5029,-163.3911,-77.3926,-98.3771,9.2120,-121.9043,43.43 
0x50, 11:52:00.376,-2.0005,-0.3584,1.4326,-16.2354,-167.5415,-74.5239,-98.2562,8.7177,-120.1190,43.43 
0x50, 11:52:00.395,-1.9048,-0.4175,1.5283,-15.0146,-169.3726,-75.5005,-98.1299,8.2178,-118.3118,43.43 
