address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:49:29.863,-1.3013,0.5010,0.0264,1.0986,1.5869,3.3569,98.3606,65.3247,-134.1870,42.81 
0x50, 11:49:29.910,-1.2974,0.4961,0.0166,1.2817,2.2583,4.7607,98.3002,65.3137,-134.1541,42.82 
0x50, 11:49:29.910,-1.2896,0.5039,0.0161,1.4648,3.2349,3.3569,98.2727,65.3082,-134.0881,42.82 
0x50, 11:49:29.910,-1.2910,0.5073,-0.0005,1.8921,4.1504,0.0000,98.3002,65.3357,-133.9893,42.82 
0x50, 11:49:29.910,-1.3154,0.5068,-0.0220,2.0142,5.3711,-3.1128,98.3826,65.3961,-133.8519,42.82 
0x50, 11:49:29.910,-1.3354,0.5010,-0.0386,1.8921,6.3477,-4.8218,98.5144,65.4730,-133.6816,42.81 
0x50, 11:49:29.919,-1.3564,0.4927,-0.0615,1.9531,6.7139,-4.6997,98.6792,65.5554,-133.5059,42.81 
0x50, 11:49:29.921,-1.3794,0.4917,-0.0864,2.2583,7.0801,-4.5166,98.8824,65.6323,-133.3191,42.81 
0x50, 11:49:29.925,-1.3774,0.4941,-0.1138,2.3804,7.2021,-4.5166,99.1187,65.7092,-133.1323,42.82 
0x50, 11:49:29.944,-1.3638,0.4966,-0.1406,1.8921,7.6294,-2.2583,99.3768,65.7532,-132.9401,42.82 
0x50, 11:49:29.946,-1.3560,0.5068,-0.1484,0.5493,8.8501,2.7466,99.6295,65.7422,-132.7368,42.83 
0x50, 11:49:29.969,-1.3149,0.5371,-0.1777,-1.8311,10.6812,7.6294,99.9042,65.6598,-132.5116,42.82 
0x50, 11:49:29.970,-1.2856,0.5708,-0.1987,-5.7983,14.4653,10.0708,100.2118,65.5280,-132.2095,42.83 
0x50, 11:49:29.978,-1.2485,0.6113,-0.2495,-10.4370,19.0430,7.8125,100.6073,65.3851,-131.7865,42.82 
0x50, 11:49:29.997,-1.2563,0.6221,-0.3184,-16.3574,25.3296,0.0000,101.1511,65.2972,-131.1932,42.82 
0x50, 11:49:30.032,-1.2603,0.6270,-0.3965,-23.1323,31.9824,-10.5591,101.8488,65.2808,-130.3912,42.82 
0x50, 11:49:30.035,-1.3081,0.6304,-0.4727,-30.7617,39.0015,-18.5547,102.4530,65.3796,-129.3860,42.82 
0x50, 11:49:30.089,-1.3789,0.6421,-0.5078,-38.9404,45.5933,-20.2637,103.1342,65.4785,-128.2159,42.81 
0x50, 11:49:30.089,-1.4111,0.6865,-0.5596,-47.3633,50.8423,-15.9912,103.8263,65.5225,-126.9305,42.81 
0x50, 11:49:30.089,-1.4590,0.7173,-0.5845,-57.1289,57.1899,-7.9956,104.5129,65.4620,-125.5463,42.83 
0x50, 11:49:30.089,-1.4141,0.7471,-0.6143,-67.1387,62.5000,1.4038,105.1611,65.2917,-124.0961,42.83 
0x50, 11:49:30.089,-1.3584,0.7510,-0.6548,-77.5146,69.2139,9.1553,105.7874,65.0226,-122.5580,42.84 
0x50, 11:49:30.089,-1.2949,0.7271,-0.6763,-88.2568,78.0029,12.6953,106.4410,64.6875,-120.8606,42.84 
0x50, 11:49:30.089,-1.1855,0.7178,-0.7349,-98.9380,87.7686,11.7188,107.1606,64.3250,-118.9709,42.84 
0x50, 11:49:30.094,-1.1748,0.7222,-0.7451,-111.2061,101.9287,8.7891,108.0231,63.9404,-116.7792,42.84 
0x50, 11:49:30.097,-1.1328,0.7798,-0.7534,-124.7559,117.3706,8.3618,109.0063,63.5010,-114.2963,42.84 
0x50, 11:49:30.120,-1.1221,0.8672,-0.7578,-141.1743,136.2915,13.7939,110.0885,62.9242,-111.5112,42.83 
0x50, 11:49:30.121,-1.0991,0.9199,-0.7227,-161.1938,159.2407,23.6816,111.2421,62.1552,-108.4021,42.83 
0x50, 11:49:30.125,-1.0078,0.9028,-0.6602,-184.2651,185.6079,34.6680,112.4341,61.1609,-104.9689,42.83 
0x50, 11:49:30.144,-0.9092,0.8672,-0.5869,-209.4116,217.4072,41.5649,113.7030,59.9469,-101.1292,42.84 
0x50, 11:49:30.147,-0.8042,0.8501,-0.4922,-235.9009,253.2349,41.4429,115.0653,58.5461,-96.8335,42.84 
0x50, 11:49:30.169,-0.7349,0.8833,-0.3545,-263.1226,291.9312,37.6587,116.4935,56.9696,-92.0709,42.83 
0x50, 11:49:30.172,-0.7119,0.9160,-0.2109,-289.9780,332.1533,31.4941,117.9547,55.2063,-86.8744,42.84 
0x50, 11:49:30.174,-0.7056,0.8721,-0.0483,-315.3687,372.7417,22.8271,119.3829,53.2562,-81.2933,42.84 
0x50, 11:49:30.205,-0.7173,0.7720,0.1392,-338.1348,412.4146,14.7705,120.7178,51.1029,-75.4047,42.83 
0x50, 11:49:30.208,-0.7251,0.6602,0.3223,-356.0791,448.4863,12.1460,121.8604,48.7079,-69.3677,42.83 
0x50, 11:49:30.260,-0.7954,0.6084,0.5366,-368.6523,482.1167,17.5171,122.7338,46.0162,-63.2977,42.83 
0x50, 11:49:30.260,-0.9043,0.5591,0.7739,-375.3662,512.5122,30.3955,123.2776,42.9895,-57.3267,42.83 
0x50, 11:49:30.260,-1.0186,0.5142,1.0479,-374.2065,539.1846,52.6733,123.4644,39.5892,-51.5588,42.83 
0x50, 11:49:30.260,-1.1250,0.4448,1.3745,-366.6992,562.5610,86.6699,123.2831,35.7660,-46.0931,42.85 
0x50, 11:49:30.261,-1.1704,0.4077,1.6821,-350.5249,581.1157,128.6011,122.7722,31.4978,-40.9735,42.84 
0x50, 11:49:30.269,-1.2231,0.3398,1.9961,-325.9888,595.9473,172.1802,122.0087,26.8286,-36.1890,42.82 
0x50, 11:49:30.271,-1.2339,0.2334,2.3325,-293.0908,606.3843,216.5527,121.0968,21.7749,-31.7175,42.83 
0x50, 11:49:30.294,-1.2334,0.1152,2.7026,-250.8545,610.9619,256.5308,120.1520,16.4246,-27.5098,42.82 
0x50, 11:49:30.294,-1.3057,-0.0308,3.1094,-201.2939,607.8491,282.5928,119.2676,10.9259,-23.5107,42.84 
0x50, 11:49:30.319,-1.3716,-0.1489,3.5972,-146.3623,594.6655,298.5840,118.5260,5.4163,-19.7150,42.84 
0x50, 11:49:30.322,-1.4492,-0.2598,4.1445,-86.6699,570.5566,321.6553,117.9877,-0.1318,-16.2213,42.84 
0x50, 11:49:30.324,-1.4321,-0.4346,4.6313,-20.0195,532.7759,359.6802,117.7789,-5.8063,-13.2056,42.84 
0x50, 11:49:30.344,-1.2813,-0.7456,5.0894,53.1006,479.9194,401.6724,118.0701,-11.6016,-10.8160,42.84 
0x50, 11:49:30.347,-1.0664,-1.2207,5.4556,134.4604,411.0107,423.9502,119.0808,-17.2760,-9.1516,42.85 
0x50, 11:49:30.370,-0.9302,-1.7471,5.7822,223.2666,325.9888,408.2031,121.0419,-22.4231,-8.2452,42.85 
0x50, 11:49:30.371,-0.8423,-2.3398,5.9731,314.6362,220.1538,361.8774,124.1840,-26.6638,-8.2288,42.86 
0x50, 11:49:30.374,-1.1167,-2.8940,5.6880,413.6353,95.1538,304.2603,-26.9659,-29.7125,-9.2560,42.86 
0x50, 11:49:30.377,-1.7480,-3.3721,4.8081,515.3809,-49.1333,245.2393,-23.1866,-29.0369,-6.4874,42.85 
0x50, 11:49:30.432,-2.5439,-3.7847,3.4092,616.9434,-215.2100,195.0684,-18.4845,-30.2509,-3.4662,42.85 
0x50, 11:49:30.434,-3.5444,-4.0122,1.7480,713.9893,-394.7144,172.9126,-13.0298,-33.4424,-0.1154,42.85 
0x50, 11:49:30.437,-4.2549,-4.2544,0.0732,795.3491,-588.7451,186.9507,-7.1521,-38.7598,3.6530,42.85 
0x50, 11:49:30.439,-4.8511,-4.2446,-1.4858,861.8774,-787.2314,218.2617,-1.0602,-46.2964,7.6849,42.86 
0x50, 11:49:30.499,-4.7129,-4.0347,-2.7227,885.9863,-972.7783,247.1924,5.0153,-55.9753,11.5247,42.85 
0x50, 11:49:30.499,-4.3315,-3.5215,-3.2544,861.9995,-1122.0703,257.6294,11.2885,-67.3792,14.3591,42.85 
0x50, 11:49:30.499,-3.7803,-2.3052,-3.0947,788.7573,-1217.0410,269.1040,-143.3167,-79.8431,15.0238,42.86 
0x50, 11:49:30.499,-3.6646,-1.6528,-2.2397,643.4937,-1247.9858,316.1011,-164.3500,-67.9449,42.9291,42.87 
0x50, 11:49:30.499,-3.2129,-0.9619,-1.7119,468.5059,-1239.0747,394.4092,-158.5382,-54.9481,41.7151,42.86 
0x50, 11:49:30.499,-2.9424,-0.7061,-1.4717,264.5874,-1157.2266,437.2559,-156.1267,-42.5830,42.0007,42.85 
0x50, 11:49:30.499,-2.3877,-0.8198,-1.2544,71.1670,-1010.5591,411.1328,-155.7202,-31.6736,42.4457,42.85 
0x50, 11:49:30.499,-1.5356,-0.8140,-1.2114,-74.0356,-826.8433,353.2715,-156.5717,-22.6868,42.6599,42.84 
0x50, 11:49:30.519,-1.0913,-1.2578,-0.8672,-175.4150,-617.9199,281.3110,-158.2690,-15.8972,42.5226,42.84 
0x50, 11:49:30.522,-0.8813,-1.2710,-0.5142,-213.0127,-424.0112,188.5986,-160.3510,-11.2610,42.3358,42.86 
0x50, 11:49:30.524,-1.2329,-1.2817,-0.0361,-211.1816,-248.6572,66.5283,-162.5043,-8.6957,42.5500,42.85 
0x50, 11:49:30.544,-1.6392,-0.9595,0.2798,-179.7485,-112.1216,-56.0303,-164.4324,-7.7948,43.4290,42.84 
0x50, 11:49:30.547,-2.2192,-0.5815,0.4429,-138.1836,-12.9395,-140.7471,-166.0089,-8.0475,44.8352,42.83 
0x50, 11:49:30.569,-2.4727,-0.2935,0.4810,-94.6045,49.8657,-181.1523,-167.1844,-8.9703,46.4886,42.83 
0x50, 11:49:30.572,-2.5625,-0.1450,0.4463,-53.3447,79.3457,-188.4155,-167.9810,-10.1624,48.1696,42.85 
0x50, 11:49:30.574,-2.6187,-0.0996,0.4175,-14.7095,86.7920,-180.4199,-13.4143,-11.3873,49.7791,42.86 
0x50, 11:49:30.594,-2.6455,-0.0503,0.3618,23.9868,77.7588,-171.8140,-12.8046,-11.0303,47.8894,42.86 
0x50, 11:49:30.597,-2.6836,0.0205,0.3477,58.8989,56.8848,-165.8936,-11.8762,-10.8435,46.1096,42.85 
0x50, 11:49:30.674,-2.7065,0.0723,0.3745,86.9141,28.0151,-156.9824,-10.7007,-10.8875,44.4891,42.85 
0x50, 11:49:30.674,-2.6958,0.1567,0.4023,106.7505,-6.4697,-140.1978,-9.3713,-11.2115,43.0994,42.86 
0x50, 11:49:30.674,-2.6445,0.2231,0.3999,116.8823,-42.2363,-121.6431,-7.9761,-11.8268,41.9458,42.85 
0x50, 11:49:30.674,-2.5264,0.3198,0.3809,117.9810,-75.8057,-104.5532,-6.6028,-12.7222,40.9955,42.86 
0x50, 11:49:30.674,-2.4082,0.3833,0.3872,108.8867,-104.6753,-86.5479,-5.3448,-13.8647,40.2374,42.85 
0x50, 11:49:30.674,-2.3530,0.3911,0.3540,92.2241,-127.8687,-66.9556,-4.2902,-15.1996,39.6716,42.84 
0x50, 11:49:30.674,-2.2974,0.3872,0.2749,72.0215,-144.9585,-47.8516,-3.4717,-16.6827,39.2926,42.85 
0x50, 11:49:30.705,-2.1172,0.3110,0.2271,48.5229,-154.6631,-31.3721,-2.9169,-18.2428,39.0619,42.84 
0x50, 11:49:30.705,-1.8857,0.2188,0.2217,26.4282,-157.6538,-19.1650,-2.6147,-19.8303,38.9465,42.86 
0x50, 11:49:30.705,-1.7476,0.1035,0.2583,7.8125,-154.4800,-14.7705,-2.5104,-21.3794,38.8641,42.85 
0x50, 11:49:30.719,-1.7437,0.0039,0.3433,-6.0425,-147.2778,-19.6533,-2.5214,-22.8571,38.7213,42.84 
0x50, 11:49:30.722,-1.8350,-0.0508,0.4033,-13.3667,-138.7329,-29.1748,-2.5543,-24.2578,38.4741,42.84 
0x50, 11:49:30.725,-1.9487,-0.0708,0.3950,-15.6250,-131.7139,-39.3066,-2.5598,-25.5927,38.1061,42.82 
0x50, 11:49:30.747,-2.0352,-0.0659,0.3608,-13.3667,-125.9766,-46.2646,-2.4994,-26.8671,37.6556,42.83 
0x50, 11:49:30.749,-2.0020,-0.0957,0.3521,-8.3618,-122.9248,-46.9360,-2.3730,-28.1195,37.1887,42.84 
0x50, 11:49:30.780,-1.8599,-0.1157,0.3755,-2.0752,-120.7886,-44.4336,-2.1863,-29.3445,36.7438,42.84 
0x50, 11:49:30.795,-1.7378,-0.1548,0.4565,3.9063,-117.4927,-45.5322,-1.9171,-30.5365,36.2714,42.85 
0x50, 11:49:30.798,-1.6509,-0.1094,0.5615,9.0332,-114.6240,-49.7437,-1.5546,-31.6956,35.7385,42.84 
0x50, 11:49:30.800,-1.7227,-0.0542,0.6660,11.7188,-111.0840,-56.6406,-1.1041,-32.8217,35.1123,42.85 
0x50, 11:49:30.863,-1.8433,0.0400,0.7222,12.6343,-109.5581,-65.3687,-0.5713,-33.9313,34.3597,42.84 
0x50, 11:49:30.863,-2.0020,0.0806,0.7388,10.1929,-110.3516,-71.6553,0.0000,-35.0409,33.5083,42.84 
0x50, 11:49:30.863,-2.0630,0.0391,0.7271,6.6528,-115.1733,-70.8618,0.5603,-36.1945,32.6404,42.84 
0x50, 11:49:30.863,-2.0498,-0.0776,0.7026,2.6855,-122.3755,-66.3452,1.0822,-37.4084,31.8054,42.83 
0x50, 11:49:30.863,-1.9365,-0.2227,0.7168,-0.6104,-130.7373,-64.5752,1.5930,-38.7048,30.9595,42.84 
0x50, 11:49:30.863,-1.8672,-0.3062,0.7817,-1.7090,-137.3291,-64.7583,2.1204,-40.0616,30.0806,42.84 
0x50, 11:49:30.863,-1.8535,-0.3193,0.8452,-1.9531,-143.7988,-67.6880,2.7191,-41.4734,29.1302,42.84 
0x50, 11:49:30.870,-1.9067,-0.2544,0.8662,-1.7090,-148.4985,-74.5239,3.4222,-42.9181,28.0426,42.84 
0x50, 11:49:30.873,-2.1128,-0.1221,0.8657,-2.6855,-152.4048,-82.9468,4.2462,-44.3903,26.7847,42.84 
0x50, 11:49:30.894,-2.2339,-0.0605,0.8672,-5.5542,-157.9590,-85.1440,5.1361,-45.9009,25.4333,42.84 
0x50, 11:49:30.896,-2.2588,-0.0757,0.8794,-9.4604,-162.9028,-75.8667,5.9766,-47.4554,24.1370,42.84 
