address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:51:53.524,-1.2856,0.4370,0.0132,-0.9766,5.7983,-7.9346,81.3812,34.9200,90.9998,43.37 
0x50, 11:51:53.562,-1.3037,0.4458,0.0161,-0.4272,6.0425,-11.5356,81.4746,35.4089,91.0492,43.36 
0x50, 11:51:53.564,-1.3140,0.4600,0.0127,0.0000,5.7373,-13.7329,81.5680,35.9033,91.0986,43.36 
0x50, 11:51:53.567,-1.3218,0.4761,0.0186,0.0000,5.2490,-13.0615,81.6559,36.3812,91.1371,43.37 
0x50, 11:51:53.569,-1.2974,0.4775,0.0200,-0.3662,4.3335,-8.9111,81.7328,36.8097,91.1755,43.35 
0x50, 11:51:53.572,-1.2837,0.4702,0.0308,-0.9155,3.4790,-2.5024,81.7932,37.1667,91.2140,43.36 
0x50, 11:51:53.618,-1.2710,0.4658,0.0234,-1.1597,2.6855,2.6245,81.8536,37.4744,91.2524,43.37 
0x50, 11:51:53.618,-1.2656,0.4531,0.0146,-1.4038,1.9531,3.2959,81.9250,37.7710,91.2799,43.37 
0x50, 11:51:53.619,-1.2856,0.4424,0.0029,-1.6479,1.6479,-1.1597,81.9965,38.1171,91.3019,43.36 
0x50, 11:51:53.620,-1.3101,0.4448,-0.0015,-1.7090,1.0986,-7.9346,82.0569,38.5291,91.3019,43.35 
0x50, 11:51:53.622,-1.3247,0.4448,-0.0117,-2.1362,0.5493,-12.8174,82.1228,38.9850,91.2854,43.34 
0x50, 11:51:53.644,-1.3247,0.4468,-0.0288,-2.5635,0.0000,-14.6484,82.1997,39.4519,91.2579,43.36 
0x50, 11:51:53.647,-1.3330,0.4517,-0.0498,-2.9907,-0.4272,-15.2588,82.2876,39.9188,91.2250,43.35 
0x50, 11:51:53.649,-1.3428,0.4551,-0.0723,-3.8452,-0.4272,-15.9912,82.3975,40.3857,91.1920,43.36 
0x50, 11:51:53.670,-1.3403,0.4629,-0.0903,-4.8828,-0.1831,-16.4795,82.5128,40.8527,91.1591,43.37 
0x50, 11:51:53.672,-1.3438,0.4795,-0.1274,-6.3477,0.6714,-15.7471,82.6611,41.2976,91.1426,43.36 
0x50, 11:51:53.695,-1.3506,0.5024,-0.1538,-8.6060,2.0752,-13.8550,82.8259,41.7096,91.1481,43.35 
0x50, 11:51:53.697,-1.3472,0.5459,-0.1943,-11.4746,4.0283,-11.7188,83.0017,42.0831,91.1810,43.34 
0x50, 11:51:53.700,-1.3608,0.5737,-0.2305,-15.5029,7.5684,-9.1553,83.1940,42.4127,91.2689,43.35 
0x50, 11:51:53.726,-1.3267,0.5854,-0.2637,-20.6299,11.5967,-5.7983,83.3972,42.7039,91.4117,43.36 
0x50, 11:51:53.730,-1.2852,0.5791,-0.3086,-26.0010,16.9678,-3.7231,83.6389,42.9620,91.6370,43.37 
0x50, 11:51:53.755,-1.2319,0.5522,-0.3467,-31.6772,23.9868,-7.0801,83.9191,43.2477,91.9501,43.36 
0x50, 11:51:53.762,-1.1782,0.5459,-0.4102,-36.8042,31.9214,-18.9209,84.2651,43.6377,92.3621,43.34 
0x50, 11:51:53.771,-1.2173,0.5479,-0.4565,-42.0532,41.5039,-36.6821,84.6552,44.1980,92.8784,43.35 
0x50, 11:51:53.772,-1.2407,0.5698,-0.5034,-47.6685,50.8423,-49.9878,85.0946,44.8792,93.5211,43.36 
0x50, 11:51:53.773,-1.2520,0.5781,-0.5474,-54.3213,59.5703,-48.2178,85.5835,45.5328,94.3011,43.36 
0x50, 11:51:53.794,-1.2925,0.5796,-0.5659,-61.8286,68.3594,-35.0342,85.6329,45.9338,95.2350,43.36 
0x50, 11:51:53.797,-1.2842,0.5879,-0.5957,-69.8853,77.3315,-22.6440,85.7153,46.2195,96.3171,43.35 
0x50, 11:51:53.851,-1.2856,0.6167,-0.5845,-79.1626,88.0737,-17.6392,85.8252,46.4612,97.5696,43.35 
0x50, 11:51:53.851,-1.2583,0.6738,-0.5698,-88.7451,99.1211,-18.9209,85.9625,46.7249,98.9868,43.35 
0x50, 11:51:53.851,-1.1953,0.7178,-0.5659,-99.3042,110.5957,-21.2402,86.1273,47.0105,100.5743,43.36 
0x50, 11:51:53.851,-1.2007,0.7378,-0.5591,-111.0840,124.4507,-20.3857,86.3361,47.3016,102.3761,43.35 
0x50, 11:51:53.851,-1.1172,0.7222,-0.5635,-123.7183,137.7563,-14.1602,86.5778,47.5269,104.3866,43.38 
0x50, 11:51:53.851,-1.0479,0.7207,-0.5586,-136.8408,154.1748,-4.4556,86.8854,47.6642,106.6608,43.37 
0x50, 11:51:53.870,-0.9658,0.7222,-0.5166,-150.3906,173.2788,0.6104,87.2809,47.7521,109.2316,43.38 
0x50, 11:51:53.872,-0.8584,0.7534,-0.4805,-163.6353,195.0684,-4.2725,87.7917,47.8894,112.1265,43.36 
0x50, 11:51:53.895,-0.8042,0.7715,-0.4268,-178.2227,221.0083,-15.7471,88.4454,48.1311,115.4114,43.35 
0x50, 11:51:53.897,-0.7510,0.8047,-0.4380,-193.4204,248.1689,-27.4048,89.2694,48.4717,119.1193,43.36 
0x50, 11:51:53.900,-0.7700,0.8179,-0.4673,-210.6934,277.9541,-34.4849,90.2966,48.8507,123.3051,43.36 
0x50, 11:51:53.920,-0.7778,0.8252,-0.4800,-228.6987,308.7769,-32.1655,91.5436,49.1583,128.0017,43.36 
0x50, 11:51:53.923,-0.8042,0.8779,-0.4922,-246.5210,340.6982,-20.0195,93.0267,49.2682,133.2147,43.37 
0x50, 11:51:53.945,-0.8652,0.8823,-0.3931,-265.9302,375.0000,-6.5308,94.7186,49.1309,138.9606,43.36 
0x50, 11:51:53.947,-0.8638,0.8525,-0.2505,-283.0200,409.8511,1.7090,96.6083,48.7793,145.2008,43.36 
0x50, 11:51:53.950,-0.8950,0.8105,-0.0908,-298.6450,446.1670,4.2114,98.6792,48.2245,151.9189,43.35 
0x50, 11:51:53.970,-0.8657,0.7607,0.0771,-313.3545,482.0557,5.9204,100.8655,47.4390,159.0601,43.35 
0x50, 11:51:54.023,-0.9512,0.7173,0.2817,-326.1108,517.7612,12.3291,103.1177,46.3403,166.5417,43.36 
