address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:41:21.952,-1.0962,0.5176,0.0229,5.3101,-7.3853,6.8359,79.4696,50.7404,179.9945,42.18 
0x50, 11:41:21.956,-1.0679,0.5127,0.0254,5.4321,-6.9580,4.6997,79.5300,50.8173,179.9945,42.18 
0x50, 11:41:21.975,-1.0718,0.5059,0.0059,5.6152,-5.9814,2.2583,79.6124,50.9271,179.9945,42.17 
0x50, 11:41:21.977,-1.0869,0.5010,-0.0054,5.7983,-4.5166,-0.7935,79.7278,51.0699,179.9945,42.16 
0x50, 11:41:22.000,-1.1055,0.4985,-0.0127,6.1646,-3.0518,-3.4180,79.8596,51.2457,179.9945,42.16 
0x50, 11:41:22.053,-1.1177,0.4912,-0.0288,6.5308,-1.7090,-4.5776,80.0299,51.4380,179.9945,42.17 
0x50, 11:41:22.053,-1.1191,0.4824,-0.0327,6.7749,-0.5493,-4.2114,80.2167,51.6302,179.9945,42.18 
0x50, 11:41:22.053,-1.1143,0.4854,-0.0366,7.0801,0.4272,-2.9907,80.4309,51.8060,179.9945,42.17 
0x50, 11:41:22.053,-1.1069,0.4868,-0.0371,7.3853,1.4038,-2.6245,80.6506,51.9763,179.9945,42.19 
0x50, 11:41:22.053,-1.0986,0.4883,-0.0371,7.6294,2.3804,-3.6011,80.8868,52.1576,179.9945,42.18 
0x50, 11:41:22.068,-1.0977,0.5049,-0.0283,7.7515,3.6011,-5.0049,81.1230,52.3444,179.9945,42.18 
0x50, 11:41:22.096,-1.0801,0.5308,-0.0317,7.8125,4.4556,-5.8594,81.3702,52.5201,179.9945,42.18 
0x50, 11:41:22.099,-1.0820,0.5449,-0.0410,7.5684,5.3711,-5.4321,81.6284,52.6904,179.9945,42.17 
0x50, 11:41:22.101,-1.1006,0.5518,-0.0771,7.5684,6.4697,-4.3335,81.9415,52.8442,179.9945,42.16 
0x50, 11:41:22.104,-1.1289,0.5410,-0.1079,7.3242,7.3242,-3.4180,82.2986,53.0035,179.9945,42.17 
0x50, 11:41:22.106,-1.1416,0.5410,-0.1445,7.4463,8.1177,-3.1738,82.6996,53.1519,179.9945,42.17 
0x50, 11:41:22.109,-1.1699,0.5269,-0.1846,7.7515,9.2773,-3.5400,83.1555,53.3112,179.9945,42.17 
0x50, 11:41:22.125,-1.1860,0.5313,-0.2451,8.1177,10.7422,-3.6621,83.6884,53.4650,179.9945,42.18 
0x50, 11:41:22.128,-1.1812,0.5400,-0.3345,7.9346,12.8174,-1.8311,84.3146,53.5803,179.9945,42.19 
0x50, 11:41:22.150,-1.1792,0.5474,-0.4277,7.0801,16.0522,2.4414,85.0397,53.6298,179.9945,42.19 
0x50, 11:41:22.152,-1.1621,0.5747,-0.5552,5.7373,20.5078,5.9204,85.8691,53.6078,179.9945,42.18 
0x50, 11:41:22.155,-1.1611,0.5703,-0.6914,3.1128,27.1606,5.7983,86.8140,53.5583,179.9945,42.17 
0x50, 11:41:22.223,-1.1553,0.5615,-0.7886,-1.2817,36.2549,2.9907,87.2974,53.5474,179.9945,42.17 
0x50, 11:41:22.223,-1.1416,0.5767,-0.8901,-7.6294,47.6685,-0.8545,87.8632,53.5803,179.9945,42.17 
0x50, 11:41:22.223,-1.1362,0.6152,-0.9541,-16.7236,62.7441,-5.3711,88.5443,53.6572,179.9945,42.17 
0x50, 11:41:22.223,-1.0864,0.6426,-0.9946,-28.8696,80.2612,-10.3760,89.3408,53.7781,179.9945,42.17 
