address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:36:31.177,-1.2563,0.5425,-0.0088,-0.9766,18.0664,-7.5684,77.6624,33.9752,179.9945,40.24 
0x50, 11:36:31.177,-1.2764,0.5439,-0.0210,-1.0986,18.7988,-6.7749,77.9095,34.4092,179.9945,40.24 
0x50, 11:36:31.243,-1.2788,0.5454,-0.0273,-1.5259,19.2261,-4.3335,78.1677,34.8157,179.9945,40.26 
0x50, 11:36:31.243,-1.2734,0.5474,-0.0493,-2.2583,19.5313,-1.1597,78.4424,35.1837,179.9945,40.25 
0x50, 11:36:31.243,-1.2739,0.5693,-0.0693,-3.3569,20.2637,0.3052,78.7335,35.5298,179.9945,40.24 
0x50, 11:36:31.243,-1.2729,0.6045,-0.0942,-4.8218,21.4233,0.0000,79.0356,35.8594,179.9945,40.24 
0x50, 11:36:31.243,-1.2744,0.6284,-0.1357,-6.8970,22.7661,0.9766,79.3597,36.1615,179.9945,40.25 
0x50, 11:36:31.250,-1.2813,0.6416,-0.1792,-9.6436,24.6582,6.1646,79.7113,36.4142,179.9945,40.25 
0x50, 11:36:31.253,-1.2690,0.6294,-0.2266,-12.8174,26.7944,12.9395,80.0958,36.5900,179.9945,40.25 
0x50, 11:36:31.255,-1.2617,0.6108,-0.2808,-16.0522,29.9683,15.4419,80.5188,36.7493,179.9945,40.26 
0x50, 11:36:31.274,-1.2285,0.5903,-0.3384,-19.4092,34.4849,10.7422,80.9857,36.9415,179.9945,40.25 
0x50, 11:36:31.277,-1.2075,0.5967,-0.3887,-22.8271,40.5884,0.7324,81.4801,37.2217,179.9945,40.25 
0x50, 11:36:31.299,-1.1997,0.6094,-0.4810,-26.7944,48.0957,-9.2163,82.0294,37.5842,179.9945,40.25 
0x50, 11:36:31.327,-1.2109,0.6343,-0.5737,-32.7148,57.1289,-11.9019,82.6227,37.9468,179.9945,40.25 
0x50, 11:36:31.330,-1.2383,0.6870,-0.6460,-41.0156,67.6270,-3.1738,82.7325,38.0676,179.9945,40.25 
0x50, 11:36:31.333,-1.2578,0.7480,-0.7056,-51.6357,79.7729,13.0615,82.8479,38.0402,179.9945,40.25 
0x50, 11:36:31.335,-1.2427,0.7803,-0.7637,-64.8804,93.9331,27.6489,82.9578,37.8809,179.9945,40.24 
0x50, 11:36:31.338,-1.2085,0.8071,-0.8159,-80.0781,110.8398,32.6538,83.0457,37.6941,179.9945,40.25 
