address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:34:15.619,-1.1191,0.5288,-0.0122,-0.8545,10.5591,-14.7705,90.4614,30.3552,179.9945,37.97 
0x50, 11:34:15.619,-1.1450,0.5405,-0.0332,-2.1362,11.0474,-13.9771,90.5383,30.8331,179.9945,37.97 
0x50, 11:34:15.619,-1.1826,0.5723,-0.0400,-3.7842,11.5967,-10.9253,90.6042,31.2726,179.9945,37.96 
0x50, 11:34:15.619,-1.2075,0.5850,-0.0933,-5.8594,12.4512,-6.1646,90.7031,31.6626,179.9945,37.95 
0x50, 11:34:15.644,-1.2192,0.5757,-0.1665,-8.1787,14.0991,-1.2207,90.8624,31.9922,179.9945,37.96 
0x50, 11:34:15.646,-1.2148,0.5688,-0.2925,-10.4980,17.1509,3.1738,91.1316,32.2614,179.9945,37.96 
0x50, 11:34:15.649,-1.1733,0.5435,-0.4551,-13.4277,22.3389,7.9956,91.5216,32.4426,179.9945,37.97 
0x50, 11:34:15.651,-1.1274,0.5854,-0.6611,-18.2495,31.3110,15.7471,92.0050,32.4756,179.9945,37.97 
0x50, 11:34:15.655,-1.0811,0.6431,-0.7896,-26.5503,45.6543,28.3203,92.5104,32.3218,179.9945,37.97 
0x50, 11:34:15.674,-0.9683,0.7070,-0.9131,-37.9639,63.9648,42.9077,92.5269,31.8658,179.9945,37.97 
0x50, 11:34:15.676,-0.9214,0.7451,-0.9668,-54.1992,90.0269,49.0112,92.5269,31.3330,179.9945,37.96 
0x50, 11:34:15.700,-0.7964,0.8081,-1.0142,-74.2188,121.7651,36.3770,92.5159,30.9210,179.9945,37.96 
0x50, 11:34:15.703,-0.7017,0.8862,-1.0732,-97.6563,159.2407,6.8970,92.4939,30.7782,179.9945,37.96 
0x50, 11:34:15.724,-0.6494,0.9482,-1.1128,-124.6948,199.7681,-26.3672,92.4390,30.9540,179.9945,37.96 
0x50, 11:34:15.724,-0.6128,1.0049,-1.1768,-154.3579,239.9902,-49.1943,92.3511,31.3440,179.9945,37.96 
0x50, 11:34:15.749,-0.6392,1.0244,-1.1987,-185.7910,278.9917,-56.1523,92.2028,31.7889,179.9945,37.96 
