address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:36:00.474,-1.1626,0.5483,0.0425,-1.5869,2.1973,-1.3428,63.0396,61.1774,179.9945,40.06 
0x50, 11:36:00.474,-1.1563,0.5649,0.0498,-1.5869,1.4038,2.5635,63.2867,61.1884,179.9945,40.07 
0x50, 11:36:00.479,-1.1279,0.5688,0.0557,-1.8311,0.6714,8.4229,63.5559,61.1334,179.9945,40.08 
0x50, 11:36:00.479,-1.1016,0.5713,0.0581,-2.1362,0.3662,13.7329,63.8580,61.0291,179.9945,40.07 
0x50, 11:36:00.499,-1.0884,0.5752,0.0547,-2.1973,0.7935,15.0146,64.1711,60.9082,179.9945,40.07 
0x50, 11:36:00.550,-1.0830,0.5713,0.0439,-2.0142,1.6479,12.0850,64.4897,60.8203,179.9945,40.07 
0x50, 11:36:00.550,-1.0933,0.5688,0.0176,-1.2817,2.8687,8.1177,64.8193,60.7764,179.9945,40.06 
0x50, 11:36:00.550,-1.1040,0.5645,-0.0054,-0.2441,4.3945,5.9814,65.1929,60.7654,179.9945,40.06 
0x50, 11:36:00.550,-1.0923,0.5474,-0.0396,1.2817,5.7373,6.2866,65.6323,60.7599,179.9945,40.07 
0x50, 11:36:00.577,-1.0923,0.5293,-0.0918,3.2959,7.6294,6.7139,66.1761,60.7599,179.9945,40.09 
0x50, 11:36:00.578,-1.0913,0.5161,-0.1509,5.7373,10.3760,3.9063,66.8298,60.7928,179.9945,40.10 
0x50, 11:36:00.604,-1.1064,0.5225,-0.2388,7.8735,13.9160,-0.8545,67.6099,60.8752,179.9945,40.11 
0x50, 11:36:00.605,-1.1460,0.5444,-0.3267,8.7280,18.7988,-2.2583,68.5217,60.9686,179.9945,40.09 
0x50, 11:36:00.613,-1.1895,0.5767,-0.4248,8.2397,24.7803,2.6855,69.6094,61.0126,179.9945,40.08 
0x50, 11:36:00.615,-1.2280,0.5918,-0.5542,5.8594,31.9214,10.1929,70.9003,60.9851,179.9945,40.08 
0x50, 11:36:00.618,-1.2603,0.5903,-0.6929,1.0986,41.3208,14.5874,71.7023,60.9796,179.9945,40.07 
0x50, 11:36:00.620,-1.2695,0.6001,-0.8203,-6.3477,53.4058,12.6343,72.6251,61.0291,179.9945,40.07 
0x50, 11:36:00.623,-1.2817,0.6641,-0.9468,-16.7236,68.2373,4.3945,73.6578,61.1884,179.9945,40.06 
0x50, 11:36:00.649,-1.3188,0.7593,-1.0488,-30.7617,86.6089,-6.5918,74.8279,61.4960,179.9945,40.06 
0x50, 11:36:00.651,-1.2954,0.8271,-1.1348,-49.5605,107.4219,-12.8784,76.1792,61.9025,179.9945,40.07 
0x50, 11:36:00.654,-1.2861,0.8677,-1.1597,-73.6694,131.2256,-9.8877,77.7832,62.3145,179.9945,40.06 
0x50, 11:36:00.723,-1.2510,0.9180,-1.1826,-100.8911,157.7759,-1.9531,79.7058,62.6660,179.9945,40.07 
0x50, 11:36:00.723,-1.2148,0.9224,-1.1812,-131.2866,187.9272,4.9438,81.9910,62.9517,179.9945,40.08 
0x50, 11:36:00.724,-1.1489,0.9165,-1.1587,-163.3301,220.7642,10.6201,84.6661,63.1549,179.9945,40.08 
0x50, 11:36:00.724,-1.0405,0.8979,-1.1318,-196.3501,255.3101,17.5171,87.7588,63.2153,179.9945,40.08 
0x50, 11:36:00.724,-0.9282,0.8555,-1.0103,-229.5532,292.9077,23.7427,91.2799,63.0945,179.9945,40.08 
0x50, 11:36:00.724,-0.7832,0.8267,-0.8350,-260.4980,331.2378,23.9868,95.1910,62.7814,179.9945,40.08 
0x50, 11:36:00.729,-0.6602,0.7979,-0.6870,-289.0015,370.4224,15.8081,99.4482,62.2870,179.9945,40.08 
0x50, 11:36:00.749,-0.6157,0.7622,-0.4712,-315.6738,409.4849,3.2349,103.9691,61.5839,179.9945,40.07 
0x50, 11:36:00.749,-0.5840,0.7095,-0.2573,-340.0879,445.3735,-7.4463,108.5944,60.5786,179.9945,40.08 
0x50, 11:36:00.751,-0.6357,0.6895,-0.0264,-361.2671,478.3325,-12.7563,113.0933,59.1779,179.9945,40.08 
0x50, 11:36:00.776,-0.7690,0.6880,0.2651,-379.5776,506.8359,-13.7329,117.2021,57.3157,179.9945,40.08 
0x50, 11:36:00.779,-0.8945,0.7583,0.5483,-393.9209,529.6631,-9.7656,120.6738,54.9811,179.9945,40.07 
0x50, 11:36:00.799,-1.0889,0.8296,0.8750,-405.2124,547.7905,6.0425,123.2996,52.1301,179.9945,40.08 
0x50, 11:36:00.799,-1.2671,0.8774,1.2900,-413.3911,560.6689,42.1143,124.8981,48.7024,179.9945,40.07 
0x50, 11:36:00.804,-1.3467,0.8813,1.6997,-415.1001,570.5566,102.3560,125.4089,44.5990,179.9945,40.07 
0x50, 11:36:00.824,-1.4014,0.8252,2.1484,-407.9590,579.8950,177.0020,124.9750,39.7980,179.9945,40.07 
0x50, 11:36:00.826,-1.4287,0.6812,2.5747,-389.4043,588.5620,246.8262,123.9203,34.3982,179.9945,40.08 
0x50, 11:36:00.831,-1.4717,0.4824,3.0264,-359.1919,596.3135,300.5981,122.5690,28.5754,179.9945,40.07 
0x50, 11:36:00.849,-1.6377,0.1841,3.5986,-317.3828,600.1587,347.1069,121.1353,22.4231,179.9945,40.07 
0x50, 11:36:00.852,-1.6831,-0.1909,4.2490,-262.8174,594.4214,404.6631,119.7400,15.8862,179.9945,40.07 
0x50, 11:36:00.873,-1.7275,-0.6743,5.0659,-192.3828,579.5898,480.4688,118.5699,8.8385,179.9945,40.07 
0x50, 11:36:00.876,-1.6685,-1.2959,6.0161,-101.6235,549.1333,556.6406,117.8888,1.3239,179.9945,40.07 
0x50, 11:36:00.880,-1.7222,-2.0742,7.1841,9.2163,497.9858,599.6704,118.0206,-6.3007,179.9945,40.08 
0x50, 11:36:00.899,-1.9697,-3.0049,8.5845,136.5967,419.0063,584.1064,119.2786,-13.4253,179.9945,40.09 
0x50, 11:36:00.901,-2.3906,-4.1987,9.8770,282.3486,302.1851,521.1792,122.0856,-19.4513,179.9945,40.09 
0x50, 11:36:00.958,-2.9277,-6.0757,10.1694,450.5005,143.1274,450.3174,-30.8551,-24.0271,179.9945,40.08 
0x50, 11:36:00.958,-3.8921,-8.3281,9.0513,642.7002,-61.0352,393.9819,-26.0760,-22.5275,179.9945,40.08 
0x50, 11:36:00.958,-5.4644,-10.3784,6.4185,847.9614,-317.7490,338.4399,-19.4348,-23.8953,179.9945,40.07 
0x50, 11:36:00.958,-7.7876,-11.4502,2.4976,1060.1196,-621.5820,282.7759,-10.9314,-28.8171,179.9945,40.07 
0x50, 11:36:00.959,-10.5044,-11.6177,-1.9253,1252.8687,-963.0127,267.7612,-0.8569,-37.7655,179.9945,40.08 
0x50, 11:36:00.961,-12.9502,-10.6401,-5.9019,1385.1929,-1341.1255,329.1626,10.2887,-51.1249,179.9945,40.07 
0x50, 11:36:00.974,-14.0439,-8.3887,-8.3140,1402.1606,-1748.2910,480.1636,-134.7418,179.9945,179.9945,40.07 
0x50, 11:36:00.978,-13.1914,-5.1797,-9.1963,1231.4453,1998.1079,756.7749,-150.6061,-60.8368,179.9945,40.09 
0x50, 11:36:00.999,-10.6484,-3.1187,-10.3115,769.8975,1998.1079,1203.2471,-106.5454,-72.3395,179.9945,40.09 
0x50, 11:36:01.001,-7.8169,-3.0859,-12.6440,7.3853,1998.1079,1776.6113,-30.3992,-61.0016,179.9945,40.09 
0x50, 11:36:01.024,-0.8525,-7.6157,-13.5386,-926.2085,1998.1079,-1998.7183,-150.6390,-53.8824,179.9945,40.08 
0x50, 11:36:01.027,2.4888,-9.8218,-9.6450,-1521.3623,-1828.3691,1732.4219,-157.4451,-29.4543,179.9945,40.09 
0x50, 11:36:01.049,4.9600,-10.8232,-3.5151,-1623.4131,-1246.9482,439.1479,-174.0894,-16.2543,179.9945,40.09 
0x50, 11:36:01.052,3.4028,-6.2046,0.5444,-1354.1260,-1014.9536,-370.6055,170.9912,-6.5424,179.9945,40.09 
0x50, 11:36:01.074,1.4868,-3.5630,1.5361,-1037.6587,-874.7559,-239.3799,160.4993,2.4664,179.9945,40.08 
0x50, 11:36:01.129,1.9214,-3.9829,2.6211,-780.7617,-646.3623,103.6987,-56.6510,8.2178,179.9945,40.08 
0x50, 11:36:01.129,2.9102,-4.4463,3.4619,-570.5566,-433.4717,258.6670,-61.6278,7.9926,179.9945,40.09 
0x50, 11:36:01.129,2.4102,-4.3540,3.9819,-379.6387,-234.6191,200.0732,-65.0006,8.6407,179.9945,40.10 
0x50, 11:36:01.129,1.5308,-3.3833,4.2271,-204.2236,-62.0117,15.6860,-66.9452,8.5199,179.9945,40.09 
0x50, 11:36:01.129,0.5796,-2.4531,4.2158,-86.6089,67.1387,-139.1602,-67.9834,7.5037,179.9945,40.09 
0x50, 11:36:01.129,-0.6265,-1.1328,4.3179,-30.2124,158.8135,-229.5532,-68.5931,5.9711,179.9945,40.08 
0x50, 11:36:01.129,-1.5239,-0.3545,4.4858,-42.1753,209.1675,-269.8364,-69.3237,4.2188,179.9945,40.08 
0x50, 11:36:01.131,-2.3862,0.2183,4.5361,-82.2144,225.6470,-265.8081,-70.3729,2.5269,179.9945,40.06 
0x50, 11:36:01.148,-2.6328,0.2207,4.0352,-140.4419,206.2988,-241.0278,-71.8945,0.9503,179.9945,40.08 
0x50, 11:36:01.152,-2.7461,-0.1543,3.5557,-203.4302,168.9453,-203.0029,-73.9709,-0.4449,179.9945,40.09 
0x50, 11:36:01.175,-2.6621,-0.5234,3.1948,-256.2256,116.2109,-154.6021,-76.5198,-1.6150,179.9945,40.09 
0x50, 11:36:01.178,-2.5562,-0.7998,2.9580,-291.2598,63.1714,-101.6846,-79.4092,-2.4554,179.9945,40.09 
0x50, 11:36:01.180,-2.3604,-1.0024,2.8481,-309.0210,13.9160,-51.1475,-82.4854,-2.9333,179.9945,40.09 
0x50, 11:36:01.199,-2.0337,-1.1279,2.7632,-311.8286,-29.2969,-9.7046,-85.6219,-3.0652,179.9945,40.09 
0x50, 11:36:01.201,-1.6919,-1.3027,2.6768,-303.8330,-62.6831,14.5264,-88.6926,-2.9663,179.9945,40.09 
