address,Time(s),ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),AngleX(deg),AngleY(deg),AngleZ(deg),T(°) 
0x50, 11:36:12.199,-1.1396,0.5542,0.0254,0.7935,0.6104,0.4272,89.6484,56.5466,179.9945,40.15 
0x50, 11:36:12.202,-1.1299,0.5596,0.0381,0.0000,0.7935,3.6621,89.6265,56.5851,179.9945,40.14 
0x50, 11:36:12.205,-1.1162,0.5664,0.0444,-0.7324,1.0986,5.3711,89.5935,56.5961,179.9945,40.14 
0x50, 11:36:12.224,-1.1060,0.5732,0.0518,-1.5259,1.8311,3.9673,89.5605,56.6125,179.9945,40.14 
0x50, 11:36:12.295,-1.0913,0.5684,0.0576,-2.1973,2.6245,0.6104,89.5221,56.6675,179.9945,40.14 
0x50, 11:36:12.295,-1.0850,0.5664,0.0625,-2.6855,3.4180,-2.7466,89.4891,56.7499,179.9945,40.14 
0x50, 11:36:12.295,-1.0977,0.5630,0.0679,-2.7466,4.1504,-5.3711,89.4617,56.8652,179.9945,40.15 
0x50, 11:36:12.295,-1.1162,0.5581,0.0674,-2.6245,4.4556,-7.3853,89.4397,57.0026,179.9945,40.15 
0x50, 11:36:12.295,-1.1333,0.5610,0.0713,-2.0752,4.2725,-8.2397,89.4122,57.1509,179.9945,40.13 
0x50, 11:36:12.295,-1.1289,0.5684,0.0737,-1.1597,3.7842,-7.0190,89.3903,57.2772,179.9945,40.13 
0x50, 11:36:12.338,-1.1206,0.5747,0.0830,-0.3052,3.0518,-3.3569,89.3573,57.3651,179.9945,40.14 
0x50, 11:36:12.340,-1.1128,0.5762,0.0850,0.5493,2.3193,1.2207,89.3243,57.4036,179.9945,40.15 
0x50, 11:36:12.343,-1.0972,0.5674,0.0864,1.1597,1.7090,4.1504,89.2804,57.4146,179.9945,40.14 
0x50, 11:36:12.344,-1.0884,0.5679,0.0913,1.8921,1.5259,3.4790,89.2419,57.4255,179.9945,40.14 
0x50, 11:36:12.351,-1.0806,0.5679,0.0913,2.4414,1.7090,-0.9155,89.2090,57.4805,179.9945,40.14 
0x50, 11:36:12.354,-1.0884,0.5728,0.0898,2.8076,2.1973,-6.6528,89.1870,57.5903,179.9945,40.14 
0x50, 11:36:12.356,-1.1001,0.5854,0.0913,2.8687,2.8687,-10.9253,89.1760,57.7441,179.9945,40.15 
0x50, 11:36:12.360,-1.1128,0.5913,0.0874,2.6855,3.4790,-11.5967,89.1815,57.8979,179.9945,40.16 
0x50, 11:36:12.374,-1.1255,0.5815,0.0771,2.1973,3.8452,-8.5449,89.1925,58.0298,179.9945,40.15 
0x50, 11:36:12.376,-1.1475,0.5635,0.0649,1.5869,4.1504,-4.0283,89.2145,58.1287,179.9945,40.14 
0x50, 11:36:12.399,-1.1577,0.5562,0.0459,1.2817,4.2114,-1.0376,89.2584,58.2001,179.9945,40.16 
0x50, 11:36:12.402,-1.1689,0.5522,0.0322,0.9155,4.5166,0.0000,89.3134,58.2660,179.9945,40.16 
0x50, 11:36:12.405,-1.1875,0.5688,0.0229,0.3052,4.9438,0.4883,89.3793,58.3209,179.9945,40.16 
0x50, 11:36:12.424,-1.2026,0.5923,0.0020,-0.2441,5.1270,1.9531,89.4617,58.3594,179.9945,40.15 
0x50, 11:36:12.428,-1.2041,0.6006,-0.0649,-1.8311,6.1035,4.5776,89.6100,58.3649,179.9945,40.14 
0x50, 11:36:12.449,-1.2139,0.6279,-0.1138,-5.6763,8.8501,9.4604,89.8022,58.3099,179.9945,40.15 
0x50, 11:36:12.451,-1.2007,0.7031,-0.1660,-10.8643,12.8784,17.2729,90.0385,58.1451,179.9945,40.15 
0x50, 11:36:12.458,-1.2153,0.7446,-0.2324,-18.4937,19.1650,26.4893,90.3351,57.8760,179.9945,40.15 
0x50, 11:36:12.474,-1.2324,0.7666,-0.3276,-27.7100,27.6489,33.5083,90.7196,57.5244,179.9945,40.14 
0x50, 11:36:12.476,-1.2285,0.7598,-0.4976,-38.3911,38.2080,36.0107,90.9283,57.1564,179.9945,40.15 
0x50, 11:36:12.526,-1.2461,0.7466,-0.6182,-50.2319,52.0020,36.3159,91.2250,56.7828,179.9945,40.15 
0x50, 11:36:12.526,-1.1631,0.7227,-0.7441,-62.3169,66.7114,38.8794,91.6040,56.3818,179.9945,40.15 
0x50, 11:36:12.526,-1.0957,0.6997,-0.8472,-74.9512,84.8999,44.3726,92.1149,55.9149,179.9945,40.16 
0x50, 11:36:12.526,-1.0015,0.7021,-0.8774,-87.7075,105.9570,47.3022,92.7740,55.4041,179.9945,40.15 
0x50, 11:36:12.527,-0.8657,0.7397,-0.9258,-100.1587,129.4556,43.8232,93.6200,54.9042,179.9945,40.16 
0x50, 11:36:12.549,-0.7651,0.7734,-0.9111,-114.1968,156.5552,34.2407,94.6692,54.4647,179.9945,40.16 
0x50, 11:36:12.552,-0.6646,0.8174,-0.8892,-129.0894,185.3638,20.1416,95.9436,54.1077,179.9945,40.16 
0x50, 11:36:12.574,-0.5874,0.8682,-0.8823,-145.5688,215.6982,3.5400,97.4487,53.8495,179.9945,40.17 
0x50, 11:36:12.577,-0.5518,0.9307,-0.8491,-164.3066,246.6431,-13.4277,99.1736,53.6627,179.9945,40.16 
0x50, 11:36:12.599,-0.5596,0.9946,-0.7524,-184.5093,276.3672,-28.8086,101.1017,53.5089,179.9945,40.17 
0x50, 11:36:12.599,-0.6045,1.0576,-0.6572,-205.3833,303.6499,-40.4663,103.1836,53.3221,179.9945,40.17 
0x50, 11:36:12.604,-0.6636,1.0840,-0.5532,-227.3560,328.1860,-44.8608,105.3369,53.0090,179.9945,40.16 
